dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
acm,sect_coco_e2e_unified_aptc_acm,ok,0.41983471074380163,0.02419719811349498,0.019706315512143364,0.41306203652650636,0.9362,0.7588,0.8189,-0.5163652892561984,-0.7346028018865051,-0.7991936844878565,8.777,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.332511708158738,0.03793297791399028,0.016487687497106003,0.24863500124577748,0.9369,0.7971,0.8483,-0.604388291841262,-0.7591670220860097,-0.831812312502894,17.978,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.4504234924177106,0.08805391523183856,0.07155758606456714,0.4358983908490366,0.7617,0.3771,0.4266,-0.3112765075822894,-0.2890460847681614,-0.35504241393543284,9.652,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7158469945355191,0.4437158209450447,0.5455415229288636,0.44450722514747215,0.7508,0.4619,0.5324,-0.03495300546448088,-0.018184179054955285,0.013141522928863614,6.084,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.27444187836797534,0.0743832750727327,0.05207747259785664,0.2611231687087502,0.9172,0.786,0.8163,-0.6427581216320246,-0.7116167249272674,-0.7642225274021434,13.482,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.4509090909090909,0.030811716693395275,0.030710390141814006,0.44592603335832576,0.9362,0.7588,0.8189,-0.4852909090909091,-0.7279882833066047,-0.788189609858186,60.122,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.2915947744638896,0.005998498954414821,0.005488909870923709,0.1961196018107818,0.9369,0.7971,0.8483,-0.6453052255361104,-0.7911015010455852,-0.8428110901290763,276.122,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.4625450119186489,0.10301964265178847,0.07780524784762657,0.45555718595020656,0.7617,0.3771,0.4266,-0.29915498808135116,-0.2740803573482115,-0.34879475215237343,170.406,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6994535519125683,0.41072786143760576,0.5133630515126063,0.4336517786256639,0.7508,0.4619,0.5324,-0.05134644808743172,-0.05117213856239422,-0.01903694848739368,4.903,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.31543494996150884,0.07885525795647057,0.05919640245170427,0.2959338972221557,0.9172,0.786,0.8163,-0.6017650500384912,-0.7071447420435295,-0.7571035975482957,274.451,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.4509090909090909,0.030811716693395275,0.030710390141814006,0.44592603335832576,0.9362,0.7588,0.8189,-0.4852909090909091,-0.7279882833066047,-0.788189609858186,73.716,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.2915947744638896,0.005998498954414821,0.005488909870923709,0.1961196018107818,0.9369,0.7971,0.8483,-0.6453052255361104,-0.7911015010455852,-0.8428110901290763,301.849,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.4625450119186489,0.10301964265178847,0.07780524784762657,0.45555718595020656,0.7617,0.3771,0.4266,-0.29915498808135116,-0.2740803573482115,-0.34879475215237343,178.047,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6994535519125683,0.41072786143760576,0.5133630515126063,0.4336517786256639,0.7508,0.4619,0.5324,-0.05134644808743172,-0.05117213856239422,-0.01903694848739368,4.224,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.31543494996150884,0.07885525795647057,0.05919640245170427,0.2959338972221557,0.9172,0.786,0.8163,-0.6017650500384912,-0.7071447420435295,-0.7571035975482957,320.462,
