dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.2893970893970894,0.22630675451877053,0.09990546379116791,0.25633886614869456,0.644,0.592,0.449,-0.3546029106029106,-0.36569324548122945,-0.34909453620883213,58.049,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.22257425742574258,0.06469499658528534,0.039315138912666164,0.21806845344456002,0.8159,0.6636,0.6425,-0.5933257425742574,-0.5989050034147146,-0.6031848610873338,82.081,
