norm,self_loop,sw,steps,gamma,size_norm,acc,nmi,ari,f1
sym,True,0.25,5,1.2,True,0.6153846153846154,0.587944728938674,0.44276888246427437,0.5348483241186557
sym,True,0.25,5,1.5,False,0.6070686070686071,0.5638771986300773,0.4258221114194282,0.49428637553448457
sym,True,0.25,5,1.5,True,0.6,0.5571796512846872,0.4174557700815345,0.518872111547715
sym,True,0.25,5,2.0,False,0.5912681912681913,0.5285018893272302,0.39624139772418476,0.5068142139274067
sym,True,0.25,5,2.0,True,0.5912681912681913,0.5329213230830573,0.40082325954656267,0.5103624930164806
sym,True,0.25,6,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,6,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,6,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,6,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,6,0.8,False,0.6170478170478171,0.602562599323285,0.45126655901550516,0.5399170233668774
sym,True,0.25,6,0.8,True,0.6141372141372141,0.6001555745056332,0.44741590490019956,0.5384112638673911
sym,True,0.25,6,1.0,False,0.6195426195426196,0.5988731306729903,0.4517633095074215,0.5387101979381376
sym,True,0.25,6,1.0,True,0.6166320166320166,0.5958268876796065,0.4480137621995283,0.5387400700203827
sym,True,0.25,6,1.2,False,0.614968814968815,0.5829655220228663,0.4405305926062283,0.5031791802549648
sym,True,0.25,6,1.2,True,0.6133056133056133,0.5814990577754096,0.4387589373140538,0.5027599705766234
sym,True,0.25,6,1.5,False,0.6037422037422038,0.552285970577936,0.41555447162823705,0.5191112827164153
sym,True,0.25,6,1.5,True,0.5991683991683991,0.5490266798258181,0.4130657280873636,0.5162918793172683
sym,True,0.25,6,2.0,False,0.5833679833679833,0.5159712032211479,0.38503414393611024,0.46616686041670263
sym,True,0.25,6,2.0,True,0.5841995841995842,0.5169240970355847,0.387939357411771,0.49960354028664694
sym,True,0.25,8,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,8,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,8,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,8,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,0.25,8,0.8,False,0.6170478170478171,0.6015404891635484,0.45122510024932877,0.5395872566427692
sym,True,0.25,8,0.8,True,0.614968814968815,0.6008345609231704,0.448596744167062,0.5387330080511338
sym,True,0.25,8,1.0,False,0.6207900207900208,0.5970503881279378,0.451808059840042,0.5396927806180919
sym,True,0.25,8,1.0,True,0.6166320166320166,0.5921474015309135,0.4464958858819799,0.5372097869071866
sym,True,0.25,8,1.2,False,0.6083160083160083,0.5646439201000619,0.4256553736791411,0.4943706496294376
sym,True,0.25,8,1.2,True,0.604989604989605,0.5637101195404265,0.4240263261300573,0.4940463701255249
