norm,self_loop,sw,steps,gamma,size_norm,acc,nmi,ari,f1
sym,True,1.0,24,1.2,False,0.5438669438669439,0.4702815705892771,0.31281482201899213,0.40993964508700725
sym,True,1.0,24,1.2,True,0.548024948024948,0.4575927168050327,0.3175975631759007,0.4127898577631648
sym,True,1.0,24,1.5,False,0.5264033264033264,0.4327626876871843,0.26987281341491764,0.3759621788340983
sym,True,1.0,24,1.5,True,0.4864864864864865,0.41292962179651643,0.2610307802427118,0.3805573260686476
sym,True,1.0,24,2.0,False,0.5288981288981289,0.43045118898343326,0.2676990506080579,0.37349352865550617
sym,True,1.0,24,2.0,True,0.48232848232848236,0.41093040604015413,0.258031484920293,0.3459528724322507
sym,True,1.0,32,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,1.0,32,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,1.0,32,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,1.0,32,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,1.0,32,0.8,False,0.6162162162162163,0.5999712975553673,0.45014776550706037,0.5388909927237656
sym,True,1.0,32,0.8,True,0.6145530145530146,0.5998961047923705,0.4479547263157821,0.5384714850633143
sym,True,1.0,32,1.0,False,0.6137214137214138,0.573826442912158,0.4336050439789889,0.4942377269850326
sym,True,1.0,32,1.0,True,0.6137214137214138,0.5712224881861175,0.4317022651173352,0.49639115019448776
sym,True,1.0,32,1.2,False,0.5313929313929314,0.4359474066030129,0.2641783968137179,0.39202160892520377
sym,True,1.0,32,1.2,True,0.49064449064449067,0.41957098781568475,0.260249067312594,0.34862798863851713
sym,True,1.0,32,1.5,False,0.5018711018711018,0.4070214386584401,0.2248694633612864,0.3645905619309474
sym,True,1.0,32,1.5,True,0.4731808731808732,0.4001116089905864,0.23348258780055597,0.3403764696156638
sym,True,1.0,32,2.0,False,0.4964656964656965,0.4032391275100021,0.21933923456583423,0.36037771959723264
sym,True,1.0,32,2.0,True,0.46652806652806655,0.3943576668671041,0.22658533715677867,0.33633107855076033
sym,True,2.0,1,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,0.8,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,0.8,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,1.0,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,1.0,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,1,1.2,False,0.6108108108108108,0.5975111033669221,0.4436792323049463,0.5371365302678053
sym,True,2.0,1,1.2,True,0.6112266112266113,0.5977081646180238,0.4440073609709562,0.5374308616450195
sym,True,2.0,1,1.5,False,0.6124740124740125,0.59863421774104,0.4454301875708304,0.5381193328519269
sym,True,2.0,1,1.5,True,0.6120582120582121,0.5977726497152286,0.4449043344889547,0.5376627493460503
sym,True,2.0,1,2.0,False,0.6137214137214138,0.5985293509449451,0.446746225235686,0.5387127219430388
sym,True,2.0,1,2.0,True,0.6116424116424116,0.5955752116501378,0.4437442962625976,0.5373772049331987
sym,True,2.0,2,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,2,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,2,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,2,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,2,0.8,False,0.6112266112266113,0.5977081646180238,0.4440073609709562,0.5374308616450195
sym,True,2.0,2,0.8,True,0.6116424116424116,0.5979102609709578,0.44434218971977557,0.5377233409752835
sym,True,2.0,2,1.0,False,0.6141372141372141,0.6004826620862033,0.44760493165784193,0.5391362083891987
sym,True,2.0,2,1.0,True,0.6124740124740125,0.5982198925576088,0.4452483720133675,0.5378796706686813
sym,True,2.0,2,1.2,False,0.6137214137214138,0.5979273558191232,0.4466578737747507,0.5386055283370142
sym,True,2.0,2,1.2,True,0.6133056133056133,0.5985150061654776,0.44625860256954664,0.5381733423113251
sym,True,2.0,2,1.5,False,0.6158004158004158,0.5995308289723331,0.4495560569854641,0.5386937226238989
sym,True,2.0,2,1.5,True,0.6137214137214138,0.5989114623921029,0.4471179146533203,0.5375945440011809
sym,True,2.0,2,2.0,False,0.6178794178794179,0.6007294650643931,0.4511294533264301,0.5387429517832832
sym,True,2.0,2,2.0,True,0.6153846153846154,0.5994416391280196,0.4486349327782855,0.5374258331073902
sym,True,2.0,3,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,3,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,3,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,3,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,3,0.8,False,0.6141372141372141,0.6004826620862033,0.44760493165784193,0.5391362083891987
sym,True,2.0,3,0.8,True,0.6124740124740125,0.5982198925576088,0.4452483720133675,0.5378796706686813
sym,True,2.0,3,1.0,False,0.6162162162162163,0.6006260224485976,0.4500383467695398,0.539556178312286
sym,True,2.0,3,1.0,True,0.6133056133056133,0.5985150061654776,0.44625860256954664,0.5381733423113251
sym,True,2.0,3,1.2,False,0.6174636174636174,0.6006210476231911,0.45140618772870955,0.5389736335261291
sym,True,2.0,3,1.2,True,0.6145530145530146,0.5997191641749131,0.44822061041543837,0.5379756203286886
sym,True,2.0,3,1.5,False,0.6191268191268191,0.6010445598839163,0.45200092724006957,0.5392885750309435
sym,True,2.0,3,1.5,True,0.6153846153846154,0.5969427748852311,0.44749802678569095,0.5368963082462616
sym,True,2.0,3,2.0,False,0.6182952182952183,0.5943774917098933,0.45054895484701474,0.536006696483784
sym,True,2.0,3,2.0,True,0.6153846153846154,0.5921279134048341,0.44419103410240507,0.5373766612808756
sym,True,2.0,4,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,4,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,4,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,4,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,4,0.8,False,0.6141372141372141,0.5997630253784562,0.4475722157179,0.5389668336170087
sym,True,2.0,4,0.8,True,0.6120582120582121,0.5974097761924183,0.444705204830379,0.5374299320548035
sym,True,2.0,4,1.0,False,0.6166320166320166,0.6002983793668497,0.4506492134828677,0.5390867149720726
sym,True,2.0,4,1.0,True,0.6141372141372141,0.5993576869873591,0.4477078435075096,0.5378011550212312
sym,True,2.0,4,1.2,False,0.6187110187110187,0.6007663863198515,0.4518535585391527,0.5391140060583517
sym,True,2.0,4,1.2,True,0.6153846153846154,0.5974036013026519,0.44836345802911654,0.5367352085309767
sym,True,2.0,4,1.5,False,0.6207900207900208,0.5963060235677055,0.4527793434553612,0.5379431629465676
sym,True,2.0,4,1.5,True,0.6162162162162163,0.5926584277476743,0.4448614661125815,0.5377332715229257
sym,True,2.0,4,2.0,False,0.6166320166320166,0.5862669459251976,0.4429047929522034,0.5359079087525823
sym,True,2.0,4,2.0,True,0.6141372141372141,0.5838881882692898,0.44001160597043104,0.5349907093254442
sym,True,2.0,5,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,5,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,5,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,5,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,5,0.8,False,0.6145530145530146,0.6001865008384276,0.44814859658651734,0.539022286457711
sym,True,2.0,5,0.8,True,0.6128898128898129,0.5985477887888563,0.44593119369089385,0.5379071689269198
sym,True,2.0,5,1.0,False,0.6182952182952183,0.6011823114664527,0.4526905160188754,0.5391992865712422
sym,True,2.0,5,1.0,True,0.6145530145530146,0.5970101662112244,0.44698095060407517,0.5370946675779591
sym,True,2.0,5,1.2,False,0.6191268191268191,0.5971689845698334,0.45025596522082395,0.5389993486885045
sym,True,2.0,5,1.2,True,0.6174636174636174,0.5953093447955663,0.4475261510551143,0.5388675688463322
sym,True,2.0,5,1.5,False,0.6191268191268191,0.5911236450852041,0.4466712856018046,0.5388168995452186
sym,True,2.0,5,1.5,True,0.6158004158004158,0.5867985877399804,0.44311856434913377,0.5362210328225407
sym,True,2.0,5,2.0,False,0.6079002079002079,0.5652969704126063,0.42534121276900033,0.527151421120492
sym,True,2.0,5,2.0,True,0.6045738045738046,0.5641595348522814,0.42338868428348225,0.5266415874776684
sym,True,2.0,6,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,6,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,6,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,6,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,6,0.8,False,0.614968814968815,0.5991366328765984,0.44853066015524357,0.539067122621303
sym,True,2.0,6,0.8,True,0.6137214137214138,0.5994522304001081,0.4468981748927529,0.5384345076572035
sym,True,2.0,6,1.0,False,0.6178794178794179,0.6001714682175641,0.4514346097768676,0.5388425316158066
sym,True,2.0,6,1.0,True,0.6158004158004158,0.5977539184911304,0.4487895880222015,0.5376149654711068
sym,True,2.0,6,1.2,False,0.6199584199584199,0.5946383404527765,0.4504857846550219,0.5383292668228181
sym,True,2.0,6,1.2,True,0.6170478170478171,0.590945501621028,0.44638123711776284,0.5358091186429134
sym,True,2.0,6,1.5,False,0.6116424116424116,0.5732384367905468,0.43310279413124597,0.49845316909163784
sym,True,2.0,6,1.5,True,0.6083160083160083,0.571304592247633,0.42976414576567057,0.5263110824335472
sym,True,2.0,6,2.0,False,0.6008316008316008,0.5496720497887674,0.41477361505694366,0.4868535493322561
sym,True,2.0,6,2.0,True,0.5970893970893971,0.5466391377556075,0.41123755999872147,0.5170889707106026
sym,True,2.0,8,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,8,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,8,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,8,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,8,0.8,False,0.6158004158004158,0.6005765616832914,0.4497988105905114,0.5391415526821295
sym,True,2.0,8,0.8,True,0.6137214137214138,0.5989437640152715,0.44684728903382076,0.5383893723824248
sym,True,2.0,8,1.0,False,0.6191268191268191,0.5980302545317747,0.4507404518445809,0.5392146936986487
sym,True,2.0,8,1.0,True,0.6166320166320166,0.5956215637171982,0.4475050213664036,0.5386643651291007
sym,True,2.0,8,1.2,False,0.6158004158004158,0.5821580850172073,0.4405478425371216,0.5031092067072391
sym,True,2.0,8,1.2,True,0.6124740124740125,0.5816108335861894,0.4374814666838411,0.5023455613192573
sym,True,2.0,8,1.5,False,0.6024948024948025,0.5506628879937223,0.4155758305028697,0.4866450121464333
sym,True,2.0,8,1.5,True,0.5987525987525988,0.5465054475402928,0.41089583709279026,0.48550315708728076
sym,True,2.0,8,2.0,False,0.5846153846153846,0.5248088032982055,0.38990829419361667,0.4645062443093421
sym,True,2.0,8,2.0,True,0.582952182952183,0.5225837054243546,0.3875170964889086,0.5015349476874711
sym,True,2.0,10,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,10,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,10,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,10,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,10,0.8,False,0.6166320166320166,0.6012477545558274,0.4508125579208653,0.5395991431826789
sym,True,2.0,10,0.8,True,0.6137214137214138,0.5989477559418225,0.44667505540209845,0.5383596789935677
sym,True,2.0,10,1.0,False,0.6207900207900208,0.5988660189758022,0.452475161346001,0.5386801654518518
sym,True,2.0,10,1.0,True,0.6170478170478171,0.5938731739460131,0.44690843443706085,0.5376836138727455
sym,True,2.0,10,1.2,False,0.6112266112266113,0.5689445025368672,0.4303919850018559,0.496902083809775
sym,True,2.0,10,1.2,True,0.6070686070686071,0.5648464643791881,0.42618366400436125,0.4941878430012203
sym,True,2.0,10,1.5,False,0.5871101871101871,0.5267715585247198,0.3922404539104559,0.4672822136861481
sym,True,2.0,10,1.5,True,0.5862785862785863,0.5236951240043832,0.39101392274086544,0.46808445798088005
sym,True,2.0,10,2.0,False,0.572972972972973,0.502460121616486,0.3673962089104852,0.452821806289505
sym,True,2.0,10,2.0,True,0.5696465696465697,0.4959519986985279,0.3645546070053868,0.44908845421979326
sym,True,2.0,12,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,12,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,12,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,12,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,12,0.8,False,0.6170478170478171,0.6014575292404561,0.4514148254465323,0.539749273843946
sym,True,2.0,12,0.8,True,0.6141372141372141,0.5992857731281805,0.44718066905734133,0.5385434505393307
sym,True,2.0,12,1.0,False,0.6224532224532224,0.5975482347254056,0.45441186055947563,0.5384110542723419
sym,True,2.0,12,1.0,True,0.6166320166320166,0.590839184360127,0.4461147390238502,0.5362378313305204
sym,True,2.0,12,1.2,False,0.6070686070686071,0.556613290354609,0.4218934539657801,0.4885788635265842
sym,True,2.0,12,1.2,True,0.6016632016632016,0.5518722885602448,0.41488897097121896,0.4866760155281767
sym,True,2.0,12,1.5,False,0.5771309771309772,0.5083627366920338,0.3726143545768435,0.4545319507955818
sym,True,2.0,12,1.5,True,0.5725571725571725,0.5023732777801537,0.3699229026968788,0.45076645944666865
sym,True,2.0,12,2.0,False,0.5667359667359667,0.48965976464458555,0.3515878997854831,0.4427868064237046
sym,True,2.0,12,2.0,True,0.5584199584199584,0.4783222552982314,0.34942512487239763,0.43309585377968257
sym,True,2.0,16,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,16,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,16,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,16,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,16,0.8,False,0.6170478170478171,0.6014575292404561,0.4514148254465323,0.539749273843946
sym,True,2.0,16,0.8,True,0.6141372141372141,0.5995552553342928,0.44728066407796563,0.5383342236564043
sym,True,2.0,16,1.0,False,0.6207900207900208,0.5927056921925349,0.4489801443501363,0.5380687065929908
sym,True,2.0,16,1.0,True,0.6174636174636174,0.5866961023530061,0.4456884576633503,0.5344490958153798
sym,True,2.0,16,1.2,False,0.5896049896049896,0.5271340479176326,0.39090604041440136,0.4661846292998033
sym,True,2.0,16,1.2,True,0.5883575883575883,0.5232910892578629,0.3911347658201319,0.46527744165730783
sym,True,2.0,16,1.5,False,0.5604989604989605,0.4816207330360215,0.3409380826430629,0.43581839018824775
sym,True,2.0,16,1.5,True,0.5513513513513514,0.4684720005398249,0.33573131529596795,0.42185628668309
sym,True,2.0,16,2.0,False,0.5484407484407484,0.47346199906873365,0.3264616053920631,0.42570313769233104
sym,True,2.0,16,2.0,True,0.5413721413721414,0.45446905666213255,0.3192275882360023,0.4120817063239847
sym,True,2.0,20,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,20,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,20,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,20,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,20,0.8,False,0.6166320166320166,0.6005971290675786,0.45090074547862513,0.5392899937158371
sym,True,2.0,20,0.8,True,0.6141372141372141,0.5995552553342928,0.44728066407796563,0.5383342236564043
sym,True,2.0,20,1.0,False,0.6178794178794179,0.5836557401388783,0.4415395159212393,0.5347981111038829
sym,True,2.0,20,1.0,True,0.6166320166320166,0.5828440717809885,0.44206190576574983,0.5320840151819017
sym,True,2.0,20,1.2,False,0.5792099792099792,0.505023439109553,0.3659411077486619,0.44975967073468337
sym,True,2.0,20,1.2,True,0.5717255717255717,0.4967412289986612,0.3630233687523007,0.4421386939986675
sym,True,2.0,20,1.5,False,0.5372141372141372,0.4630161656947447,0.3110548737543193,0.4035220385344766
sym,True,2.0,20,1.5,True,0.5322245322245323,0.44639180638231574,0.3056601565663469,0.3983726292829376
sym,True,2.0,20,2.0,False,0.5255717255717256,0.4501492312174516,0.2935971708508587,0.3950932200521218
sym,True,2.0,20,2.0,True,0.5164241164241165,0.4341245053429822,0.291861603801445,0.38578331654691184
sym,True,2.0,24,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,24,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,24,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,24,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,24,0.8,False,0.6166320166320166,0.6005129411414111,0.4507739635440486,0.5393157888321006
sym,True,2.0,24,0.8,True,0.6141372141372141,0.5995552553342928,0.44728066407796563,0.5383342236564043
sym,True,2.0,24,1.0,False,0.6174636174636174,0.5821650713006189,0.4394491615469526,0.502876782613728
sym,True,2.0,24,1.0,True,0.6162162162162163,0.5785183653136579,0.43934877912519343,0.5307402900784719
sym,True,2.0,24,1.2,False,0.5567567567567567,0.4831200800751032,0.3321910341378736,0.4238787086151014
sym,True,2.0,24,1.2,True,0.5555093555093555,0.46747591098389385,0.33301018163206875,0.41972644490160804
sym,True,2.0,24,1.5,False,0.5214137214137214,0.44204627689759585,0.28276886419553476,0.3816035044098578
sym,True,2.0,24,1.5,True,0.5031185031185031,0.4249560683584579,0.2811145890581834,0.37140456560403295
sym,True,2.0,24,2.0,False,0.5272349272349273,0.4393284744380871,0.28048691876401477,0.3788193409158167
sym,True,2.0,24,2.0,True,0.4972972972972973,0.4231921656846315,0.27504023455471843,0.365487887510642
sym,True,2.0,32,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,32,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,32,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,32,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,2.0,32,0.8,False,0.6162162162162163,0.5999155050573728,0.450205319841029,0.5389719657181482
sym,True,2.0,32,0.8,True,0.6141372141372141,0.5995552553342928,0.44728066407796563,0.5383342236564043
sym,True,2.0,32,1.0,False,0.6158004158004158,0.5780662963710863,0.43757561575731546,0.4989827098581554
sym,True,2.0,32,1.0,True,0.6137214137214138,0.5721530347706603,0.4320765850776177,0.49710997683657454
sym,True,2.0,32,1.2,False,0.5388773388773389,0.44834953307809877,0.28318665279326005,0.3904732127043168
sym,True,2.0,32,1.2,True,0.4993762993762994,0.4284314349354598,0.27509700529941256,0.36961027986930717
sym,True,2.0,32,1.5,False,0.5226611226611226,0.42278374735303564,0.25095423850977033,0.37913700777966614
sym,True,2.0,32,1.5,True,0.4860706860706861,0.41025087123748455,0.25393806733333246,0.34632182170576076
sym,True,2.0,32,2.0,False,0.5172557172557173,0.4172787719072327,0.24192221453478033,0.3745675580979063
sym,True,2.0,32,2.0,True,0.4831600831600832,0.4062126995591972,0.2470874630159897,0.34576766650018903
sym,True,4.0,1,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,0.8,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,0.8,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,1.0,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,1.0,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,1.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,1.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,1,1.5,False,0.6108108108108108,0.5975111033669221,0.4436792323049463,0.5371365302678053
sym,True,4.0,1,1.5,True,0.6112266112266113,0.5977081646180238,0.4440073609709562,0.5374308616450195
sym,True,4.0,1,2.0,False,0.6120582120582121,0.5974086508860217,0.4446200028919613,0.53779697007941
sym,True,4.0,1,2.0,True,0.6120582120582121,0.5973267195604702,0.44465102238899157,0.5377182187417313
sym,True,4.0,2,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,2,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,2,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,2,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,2,0.8,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,2,0.8,True,0.6112266112266113,0.5977081646180238,0.4440073609709562,0.5374308616450195
sym,True,4.0,2,1.0,False,0.6124740124740125,0.59863421774104,0.4454301875708304,0.5381193328519269
sym,True,4.0,2,1.0,True,0.6124740124740125,0.5982587052570094,0.44528512418989014,0.5380458151033523
sym,True,4.0,2,1.2,False,0.6141372141372141,0.5984626558229024,0.44726575694967863,0.5388522501355091
sym,True,4.0,2,1.2,True,0.6120582120582121,0.5972885648799262,0.44461742894708534,0.5375511754535608
sym,True,4.0,2,1.5,False,0.6145530145530146,0.5986980529439062,0.44802324476824107,0.5383991728639274
sym,True,4.0,2,1.5,True,0.6128898128898129,0.5975608759312866,0.44599515258178474,0.5377830319108589
sym,True,4.0,2,2.0,False,0.6162162162162163,0.598719804019518,0.4494103689453768,0.5386534003332965
sym,True,4.0,2,2.0,True,0.6133056133056133,0.5974307071885345,0.4458233774889354,0.5371351135845701
sym,True,4.0,3,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,3,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,3,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,3,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,3,0.8,False,0.6124740124740125,0.59863421774104,0.4454301875708304,0.5381193328519269
sym,True,4.0,3,0.8,True,0.6124740124740125,0.5988163161157506,0.44531773151562676,0.5383204709253913
sym,True,4.0,3,1.0,False,0.6137214137214138,0.598041738044741,0.44673978298989925,0.5384782327370214
sym,True,4.0,3,1.0,True,0.6120582120582121,0.5967900530402852,0.4443457841830867,0.5374849252851702
sym,True,4.0,3,1.2,False,0.614968814968815,0.5986917824853576,0.44854820286787184,0.5382247455318108
sym,True,4.0,3,1.2,True,0.6133056133056133,0.5982175544743492,0.446434598503229,0.5376057821092866
sym,True,4.0,3,1.5,False,0.6178794178794179,0.600243434146827,0.4507054592861183,0.5387113292982956
sym,True,4.0,3,1.5,True,0.6153846153846154,0.5980044496187225,0.4482077309753279,0.537292252279461
sym,True,4.0,3,2.0,False,0.6178794178794179,0.599891741029147,0.4514543107409381,0.5378738496580229
sym,True,4.0,3,2.0,True,0.614968814968815,0.5966520425934589,0.4474986364940804,0.5359619711903857
sym,True,4.0,4,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,4,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,4,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,4,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,4,0.8,False,0.6141372141372141,0.6004826620862033,0.44760493165784193,0.5391362083891987
sym,True,4.0,4,0.8,True,0.6120582120582121,0.5972885648799262,0.44461742894708534,0.5375511754535608
sym,True,4.0,4,1.0,False,0.6158004158004158,0.5998440785709819,0.4497630168880704,0.5388577737888484
sym,True,4.0,4,1.0,True,0.6137214137214138,0.5982505111229538,0.4468054184071365,0.538224730992063
sym,True,4.0,4,1.2,False,0.6178794178794179,0.6013216005030495,0.45188406207247894,0.5387487899871246
sym,True,4.0,4,1.2,True,0.6153846153846154,0.5986303247314421,0.4487444194941585,0.5374228232134489
sym,True,4.0,4,1.5,False,0.6182952182952183,0.5993044163582675,0.45179748742417974,0.5382781160426778
sym,True,4.0,4,1.5,True,0.6158004158004158,0.5962706133571514,0.4481825698650746,0.5363949539101038
sym,True,4.0,4,2.0,False,0.6174636174636174,0.5928628766898232,0.4484882408630549,0.5352349746232882
sym,True,4.0,4,2.0,True,0.6153846153846154,0.5903911222846565,0.44495687007531276,0.5352689488757297
sym,True,4.0,5,0.2,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,5,0.2,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,5,0.5,False,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,5,0.5,True,0.6103950103950104,0.5973189102493236,0.44335780711964223,0.5368403170250476
sym,True,4.0,5,0.8,False,0.6145530145530146,0.6000721891491259,0.44806659044577474,0.5391495820577038
sym,True,4.0,5,0.8,True,0.6124740124740125,0.5979321399046909,0.4450889930607399,0.5378101636503099
