dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.29064449064449066,0.21806560976613923,0.0920846461215953,0.24327312950170887,0.644,0.592,0.449,-0.35335550935550936,-0.37393439023386077,-0.35691535387840473,40.953,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.21702970297029703,0.0628006698385835,0.03617802936294977,0.20427091274144027,0.8159,0.6636,0.6425,-0.598870297029703,-0.6007993301614165,-0.6063219706370502,208.507,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.2157277446644876,0.010631874962453828,0.0013504016432051723,0.14177489751790606,0.3443,0.1224,0.0932,-0.1285722553355124,-0.11176812503754617,-0.09184959835679483,214.936,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.3197189284145806,0.10331116338900859,0.031831450275490794,0.298627154799081,0.4202,0.2199,0.1557,-0.10048107158541941,-0.11658883661099143,-0.12386854972450921,112.11,
