dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.27151767151767153,0.22151814523481703,0.08964764970640737,0.23429609183203695,0.644,0.592,0.449,-0.3724823284823285,-0.3704818547651829,-0.35935235029359264,26.479,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.23577557755775577,0.06676333880582981,0.04285387195569058,0.22194128263025578,0.8159,0.6636,0.6425,-0.5801244224422442,-0.5968366611941701,-0.5996461280443094,58.8,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.21322822534128053,0.008447139959317805,0.0003491089376902381,0.11841787628104908,0.3443,0.1224,0.0932,-0.13107177465871947,-0.1139528600406822,-0.09285089106230977,64.387,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.2815107597716293,0.05416473425047005,0.015721822817504533,0.25271467737233316,0.4202,0.2199,0.1557,-0.1386892402283707,-0.16573526574952996,-0.13997817718249547,30.5,
