dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
acm,sect_coco_e2e_unified_aptc_acm,ok,0.3649586776859504,0.004918490708164735,0.003539620299429885,0.3518541782349702,0.9362,0.7588,0.8189,-0.5712413223140496,-0.7538815092918353,-0.8153603797005701,6.045,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.3399063347300961,0.02445077736856984,0.02126399897781846,0.27343568553671,0.9369,0.7971,0.8483,-0.5969936652699038,-0.7726492226314302,-0.8270360010221816,9.509,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6229508196721312,0.20845213208753793,0.32319472883515116,0.37109490509490506,0.7508,0.4619,0.5324,-0.12784918032786885,-0.25344786791246204,-0.20920527116484883,2.335,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.3771900826446281,0.009390312454914156,0.006946707068167438,0.3701085371727983,0.9362,0.7588,0.8189,-0.559009917355372,-0.7494096875450859,-0.8119532929318325,19.659,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.2906088242543752,0.006659003001417253,-0.0011057542020849655,0.17040120302035666,0.9369,0.7971,0.8483,-0.6462911757456248,-0.7904409969985827,-0.849405754202085,46.365,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.48425216817974337,0.07624531051613072,0.05855872217363739,0.4781795211352949,0.7617,0.3771,0.4266,-0.2774478318202567,-0.3008546894838693,-0.3680412778263626,22.769,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.2686070686070686,0.1994748145293541,0.0833413281594511,0.21544138090663725,0.644,0.592,0.449,-0.3753929313929314,-0.39252518547064585,-0.3656586718405489,22.482,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.20184818481848185,0.04537892727130745,0.023297738824942148,0.18854036985751005,0.8159,0.6636,0.6425,-0.6140518151815181,-0.6182210727286925,-0.6192022611750578,164.798,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.3275596612779061,0.09977448334912578,0.08663988042886114,0.2878841736706932,0.9172,0.786,0.8163,-0.5896403387220939,-0.6862255166508743,-0.7296601195711389,97.459,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.235916169967314,0.009102765084659112,0.006081765914486337,0.1673812206958159,0.3443,0.1224,0.0932,-0.10838383003268601,-0.11329723491534088,-0.08711823408551367,133.537,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.5519125683060109,0.2787543604310568,0.20103274942223112,0.38553110642734034,0.7508,0.4619,0.5324,-0.19888743169398915,-0.1831456395689432,-0.33136725057776883,30.865,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.23978919631093545,0.010509549754914678,0.004200489306518533,0.1937572823792483,0.4202,0.2199,0.1557,-0.18041080368906456,-0.20939045024508535,-0.15149951069348147,40.345,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.3725619834710744,0.004191840812507293,0.003189213328294694,0.36665309492222503,0.9362,0.7588,0.8189,-0.5636380165289256,-0.7546081591874927,-0.8157107866717053,4.607,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.3024402267685482,0.02007403752368555,0.012627984606575148,0.2632192229864637,0.9369,0.7971,0.8483,-0.6344597732314518,-0.7770259624763145,-0.835672015393425,9.062,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.5519125683060109,0.1297642567665919,0.2430180007731312,0.2866732437209685,0.7508,0.4619,0.5324,-0.19888743169398915,-0.3321357432334081,-0.2893819992268688,2.272,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.41454545454545455,0.014742345258917846,0.013991151328350099,0.4104179455213475,0.9362,0.7588,0.8189,-0.5216545454545455,-0.7440576547410822,-0.8049088486716499,4.648,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.34730096130145427,0.035499076280411386,0.033084035272690646,0.30084715312198185,0.9369,0.7971,0.8483,-0.5895990386985457,-0.7616009237195887,-0.8152159647273094,9.178,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.5300546448087432,0.15434517669075917,0.22349602346229697,0.3165426356589147,0.7508,0.4619,0.5324,-0.22074535519125682,-0.3075548233092408,-0.308903976537703,2.159,
