dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.2711018711018711,0.20888766595874067,0.08079466199121124,0.24725485897392824,0.644,0.592,0.449,-0.3728981288981289,-0.38311233404125933,-0.36820533800878874,32.68,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.2633663366336634,0.11157276815133119,0.06547988637815887,0.2682648037631996,0.8159,0.6636,0.6425,-0.5525336633663366,-0.5520272318486688,-0.5770201136218411,63.151,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.22630263410882523,0.013959821394259336,0.004150611481744602,0.1497565656042949,0.3443,0.1224,0.0932,-0.11799736589117477,-0.10844017860574066,-0.0890493885182554,67.98,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.328941589811155,0.12035089431189855,0.03519343088337181,0.3036775846118803,0.4202,0.2199,0.1557,-0.09125841018884501,-0.09954910568810146,-0.12050656911662819,34.947,
