dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
acm,sect_coco_e2e_unified_aptc_acm,ok,0.4155371900826446,0.020474236269650385,0.017790281857847933,0.40871068356007906,0.9362,0.7588,0.8189,-0.5206628099173554,-0.7383257637303496,-0.801109718142152,8.975,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.32487059403500124,0.03142519881937007,0.015890617051228136,0.2481758709339612,0.9369,0.7971,0.8483,-0.6120294059649987,-0.7656748011806299,-0.8324093829487719,18.187,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.4704062484150733,0.07807060909417027,0.07087361181102099,0.45553102260190537,0.7617,0.3771,0.4266,-0.29129375158492676,-0.2990293909058297,-0.355726388188979,9.874,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6830601092896175,0.405799863325494,0.46067647365355296,0.4317182875227292,0.7508,0.4619,0.5324,-0.06773989071038256,-0.056100136674505974,-0.07172352634644702,6.466,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.25057736720554274,0.05676750230834088,0.04312403978575822,0.2234107254589447,0.9172,0.786,0.8163,-0.6666226327944573,-0.7292324976916591,-0.7731759602142418,13.755,
