dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6155371900826446,0.18035698529764946,0.2138267416865779,0.6055507696160889,0.9362,0.7588,0.8189,-0.3206628099173554,-0.5784430147023506,-0.6050732583134221,11.42,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6531920138033029,0.33930819308272964,0.3050134340198621,0.6443354114189572,0.9369,0.7971,0.8483,-0.283707986196697,-0.4577918069172704,-0.543286565980138,19.887,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7213114754098361,0.4637144518735664,0.5798050314405947,0.4446875758100849,0.7508,0.4619,0.5324,-0.029488524590163934,0.0018144518735664361,0.047405031440594714,6.958,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.32474012474012476,0.2828956492211336,0.1340243643818828,0.26813897905406336,0.644,0.592,0.449,-0.31925987525987526,-0.3091043507788664,-0.3149756356181172,9.535,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7934949961508853,0.5629368260213639,0.5742570334351529,0.7919017858672737,0.9172,0.786,0.8163,-0.12370500384911476,-0.22306317397863618,-0.24204296656484714,15.751,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6363636363636364,0.1992927162163954,0.23735914226176166,0.6261445095003858,0.9362,0.7588,0.8189,-0.2998363636363637,-0.5595072837836046,-0.5815408577382383,10.539,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.649987675622381,0.33791481308265664,0.29520733324588144,0.6421454993976703,0.9369,0.7971,0.8483,-0.28691232437761893,-0.4591851869173434,-0.5530926667541186,20.523,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.6210884008723436,0.2422015833154986,0.22986980860602235,0.6303577734526459,0.7617,0.3771,0.4266,-0.14061159912765642,-0.1348984166845014,-0.19673019139397763,11.421,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.33264033264033266,0.2875296248032802,0.13389718926869043,0.2738608892938666,0.644,0.592,0.449,-0.31135966735966736,-0.30447037519671977,-0.3151028107313096,9.648,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.28132013201320133,0.10762357641257925,0.07285751951456874,0.2813112599215325,0.8159,0.6636,0.6425,-0.5345798679867986,-0.5559764235874207,-0.5696424804854312,65.006,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7867590454195535,0.5518374622426613,0.562218948203159,0.7851910144592472,0.9172,0.786,0.8163,-0.13044095458044647,-0.23416253775733875,-0.25408105179684104,22.88,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7103825136612022,0.4329067136505992,0.561984166038823,0.435438673068529,0.7508,0.4619,0.5324,-0.040417486338797826,-0.028993286349400793,0.029584166038822968,7.942,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.24245337435108633,0.014958851347945352,0.008264834754039463,0.1633693381512596,0.3443,0.1224,0.0932,-0.10184662564891367,-0.10744114865205465,-0.08493516524596054,35.654,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.3197189284145806,0.10871633348401452,0.038038330825039775,0.29978006425814013,0.4202,0.2199,0.1557,-0.10048107158541941,-0.11118366651598549,-0.11766166917496024,13.063,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.7024793388429752,0.28714380688937163,0.3302680702887898,0.6919310115974127,0.9362,0.7588,0.8189,-0.23372066115702483,-0.4716561931106284,-0.48863192971121017,27.611,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6711856051269411,0.37284627264589953,0.3437083523927508,0.6601813190428781,0.9369,0.7971,0.8483,-0.2657143948730588,-0.4242537273541005,-0.5045916476072492,58.118,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.6241821778160977,0.24718793333328098,0.22984420964827645,0.6359824286010222,0.7617,0.3771,0.4266,-0.1375178221839023,-0.129912066666719,-0.19675579035172353,35.857,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.32141372141372143,0.25118909412845825,0.11493174937256807,0.27858185373953814,0.644,0.592,0.449,-0.3225862785862786,-0.3408109058715417,-0.33406825062743195,30.753,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.21188118811881188,0.06404140160389205,0.03508458489798479,0.17403279250000034,0.8159,0.6636,0.6425,-0.6040188118811881,-0.5995585983961079,-0.6074154151020151,202.534,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.8342956120092379,0.6308406571574269,0.6464801145375288,0.8335699148865475,0.9172,0.786,0.8163,-0.08290438799076216,-0.15515934284257316,-0.16981988546247118,66.761,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.23360892136127667,0.012714267513003245,0.005377058996477262,0.15798514299961428,0.3443,0.1224,0.0932,-0.11069107863872332,-0.10968573248699676,-0.08782294100352274,81.864,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6885245901639344,0.41882987592511833,0.5238788770239281,0.42414622414622405,0.7508,0.4619,0.5324,-0.06227540983606561,-0.043070124074881644,-0.008521122976071882,28.439,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.31620553359683795,0.10004830238413853,0.041438870627731536,0.2963981793614612,0.4202,0.2199,0.1557,-0.10399446640316207,-0.11985169761586148,-0.11426112937226847,38.374,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.5933884297520661,0.16980770843679316,0.20091613110997186,0.5805695457970126,0.9362,0.7588,0.8189,-0.34281157024793396,-0.5889922915632069,-0.6179838688900281,61.653,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.5933884297520661,0.16980770843679316,0.20091613110997186,0.5805695457970126,0.9362,0.7588,0.8189,-0.34281157024793396,-0.5889922915632069,-0.6179838688900281,58.783,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6290909090909091,0.19290300501710686,0.22832871116175613,0.6194662637702985,0.9362,0.7588,0.8189,-0.3071090909090909,-0.5658969949828931,-0.5905712888382438,11.986,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6359378851368006,0.3261515001570408,0.2793114314328609,0.6262756444256857,0.9369,0.7971,0.8483,-0.30096211486319935,-0.4709484998429592,-0.5689885685671392,21.043,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7875288683602771,0.5608903132187275,0.5648710952138231,0.7862638559525207,0.9172,0.786,0.8163,-0.12967113163972288,-0.22510968678127252,-0.25142890478617697,15.909,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.5527272727272727,0.11505619478423042,0.13394681288535373,0.5462103421436794,0.9362,0.7588,0.8189,-0.3834727272727273,-0.6437438052157696,-0.6849531871146463,10.701,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6090707419275326,0.2925141420974329,0.24822302658388168,0.5974821829573504,0.9369,0.7971,0.8483,-0.3278292580724673,-0.504585857902567,-0.6000769734161184,21.34,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7528868360277137,0.5034715909093733,0.5031378186262867,0.7522941195448061,0.9172,0.786,0.8163,-0.16431316397228635,-0.2825284090906267,-0.3131621813737133,16.462,
acm,sect_coco_e2e_unified_aptc_acm,error,,,,,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\scripts\run_unified_aptc_9datasets.py"", line 3018, in main
    pred = estimator.fit_predict(dataset.adj, features, graph_features_adj=graph_adj, true_labels=dataset.labels)
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 1798, in fit_predict
    model = EndToEndSECTCoCoModule(x.shape[1], self.n_clusters, cfg, degree, edge_index, edge_prior).to(device)
            ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 957, in __init__
    self.cluster_head = AdaptivePosteriorTransportHead(cfg.embed_dim, cfg.projection_dim, n_clusters, cfg)
                        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 420, in __init__
    self.prototypes.copy_(protos)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
RuntimeError: The size of tensor a (64) must match the size of tensor b (3) at non-singleton dimension 1
"
dblp,sect_coco_e2e_unified_aptc_dblp,error,,,,,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\scripts\run_unified_aptc_9datasets.py"", line 3018, in main
    pred = estimator.fit_predict(dataset.adj, features, graph_features_adj=graph_adj, true_labels=dataset.labels)
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 1798, in fit_predict
    model = EndToEndSECTCoCoModule(x.shape[1], self.n_clusters, cfg, degree, edge_index, edge_prior).to(device)
            ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 957, in __init__
    self.cluster_head = AdaptivePosteriorTransportHead(cfg.embed_dim, cfg.projection_dim, n_clusters, cfg)
                        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 420, in __init__
    self.prototypes.copy_(protos)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
RuntimeError: The size of tensor a (64) must match the size of tensor b (4) at non-singleton dimension 1
"
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,error,,,,,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\scripts\run_unified_aptc_9datasets.py"", line 3018, in main
    pred = estimator.fit_predict(dataset.adj, features, graph_features_adj=graph_adj, true_labels=dataset.labels)
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 1798, in fit_predict
    model = EndToEndSECTCoCoModule(x.shape[1], self.n_clusters, cfg, degree, edge_index, edge_prior).to(device)
            ~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 957, in __init__
    self.cluster_head = AdaptivePosteriorTransportHead(cfg.embed_dim, cfg.projection_dim, n_clusters, cfg)
                        ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0622\core\e2e\sect_coco_e2e.py"", line 420, in __init__
    self.prototypes.copy_(protos)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^
RuntimeError: The size of tensor a (64) must match the size of tensor b (6) at non-singleton dimension 1
"
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6112396694214876,0.1823351832249609,0.21277574481137645,0.6021337245251935,0.9362,0.7588,0.8189,-0.3249603305785125,-0.5764648167750391,-0.6061242551886235,10.813,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6319940842987429,0.3097235046774198,0.2722357802738404,0.6241644725679595,0.9369,0.7971,0.8483,-0.304905915701257,-0.4873764953225802,-0.5760642197261596,21.248,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7832948421862972,0.5524261072369404,0.5589725121901249,0.781601799110002,0.9172,0.786,0.8163,-0.13390515781370282,-0.23357389276305962,-0.25732748780987513,16.177,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6515702479338843,0.2199230474672481,0.2599117959589786,0.6425465041347037,0.9362,0.7588,0.8189,-0.28462975206611574,-0.5388769525327519,-0.5589882040410213,13.626,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6024155780133104,0.2677364565109908,0.24068924545667622,0.5942280310377805,0.9369,0.7971,0.8483,-0.3344844219866896,-0.5293635434890092,-0.6076107545433238,25.541,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7244033872209392,0.47038336793603364,0.46740385973305787,0.7228771093917414,0.9172,0.786,0.8163,-0.1927966127790608,-0.3156166320639664,-0.34889614026694216,19.541,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7213114754098361,0.48574018680843994,0.5822248506394969,0.4457658925639221,0.7508,0.4619,0.5324,-0.029488524590163934,0.023840186808439967,0.04982485063949693,9.248,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6938842975206612,0.28209126773497206,0.3259180981167484,0.68364210228333,0.9362,0.7588,0.8189,-0.24231570247933887,-0.47670873226502797,-0.4929819018832516,28.51,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6706926300221839,0.37882076001009374,0.3394389093774029,0.6589952038020918,0.9369,0.7971,0.8483,-0.266207369977816,-0.4182792399899063,-0.5088610906225972,59.722,
