dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.6160166353907796,0.24061766658684783,0.22307063573396707,0.6274329483116472,0.7617,0.3771,0.4266,-0.1456833646092205,-0.13648233341315216,-0.2035293642660329,39.786,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.38503118503118505,0.3206630263254213,0.17257331760473876,0.3213580952989617,0.644,0.592,0.449,-0.25896881496881496,-0.27133697367457865,-0.27642668239526125,28.666,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.2161056105610561,0.0617526880319842,0.03502132349121996,0.1782290077889583,0.8159,0.6636,0.6425,-0.5997943894389439,-0.6018473119680158,-0.60747867650878,203.862,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.8346805234795996,0.6370555073248463,0.6492016346313282,0.8329931132132761,0.9172,0.786,0.8163,-0.08251947652040037,-0.14894449267515375,-0.16709836536867184,77.068,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.2349548163814651,0.01407060293360292,0.006933015614113922,0.15563222558342935,0.3443,0.1224,0.0932,-0.1093451836185349,-0.10832939706639708,-0.08626698438588608,86.673,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7213114754098361,0.46186952087713895,0.5217468043599115,0.45763054316452373,0.7508,0.4619,0.5324,-0.029488524590163934,-3.047912286102683e-05,-0.010653195640088486,26.669,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.31796223100570925,0.1046045343560521,0.03772186910729368,0.29812443658321736,0.4202,0.2199,0.1557,-0.10223776899429077,-0.11529546564394791,-0.11797813089270633,35.757,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6046280991735538,0.18648432452132105,0.21686057418394683,0.5925536702870299,0.9362,0.7588,0.8189,-0.3315719008264463,-0.572315675478679,-0.6020394258160531,13.269,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6482622627557308,0.33308637790532075,0.2921523001431949,0.6394730392104929,0.9369,0.7971,0.8483,-0.2886377372442691,-0.4640136220946793,-0.5561476998568051,22.559,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7694380292532718,0.5351489010952495,0.5408268116077717,0.7665856806201151,0.9172,0.786,0.8163,-0.14776197074672826,-0.25085109890475055,-0.27547318839222834,17.058,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7213114754098361,0.4596385557815644,0.5903263670598403,0.44250196420776955,0.7508,0.4619,0.5324,-0.029488524590163934,-0.0022614442184356043,0.057926367059840334,9.977,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.25245145164391464,0.019614726525964018,0.0126417425640817,0.1695403667060835,0.3443,0.1224,0.0932,-0.09184854835608536,-0.10278527347403597,-0.08055825743591831,30.032,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.3069828722002635,0.10278295356727829,0.028848225908447246,0.2899924112308696,0.4202,0.2199,0.1557,-0.11321712779973653,-0.11711704643272172,-0.12685177409155277,11.457,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.5963636363636363,0.1646691764941886,0.19289652092241133,0.5856855353946234,0.9362,0.7588,0.8189,-0.3398363636363637,-0.5941308235058114,-0.6260034790775886,10.815,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6457973872319448,0.3390002551843586,0.29273569083294787,0.6358669703812617,0.9369,0.7971,0.8483,-0.29110261276805516,-0.4580997448156414,-0.5555643091670521,21.339,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7963818321785989,0.5664488616982603,0.5810074404518775,0.7943657969007951,0.9172,0.786,0.8163,-0.12081816782140109,-0.21955113830173978,-0.23529255954812256,16.206,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7103825136612022,0.43153596109003195,0.5514134795109051,0.43767752555882866,0.7508,0.4619,0.5324,-0.040417486338797826,-0.030364038909968027,0.01901347951090515,7.423,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.24360699865410498,0.01625636904042071,0.008970459839268318,0.16385216287939525,0.3443,0.1224,0.0932,-0.10069300134589501,-0.10614363095957928,-0.08422954016073168,29.69,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.3153271848924023,0.10430397803693207,0.029081938227953685,0.29773347607704015,0.4202,0.2199,0.1557,-0.10487281510759772,-0.11559602196306794,-0.12661806177204632,11.379,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6700826446280992,0.2516788177526783,0.29475935092759026,0.6599763828541609,0.9362,0.7588,0.8189,-0.26611735537190084,-0.5071211822473217,-0.5241406490724096,11.518,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6598471777175252,0.3507494802767908,0.312199213302301,0.6508021217398106,0.9369,0.7971,0.8483,-0.27705282228247474,-0.4463505197232092,-0.536100786697699,22.744,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.800423402617398,0.5818562904588412,0.5909315710515312,0.7983721529434402,0.9172,0.786,0.8163,-0.11677659738260204,-0.2041437095411588,-0.22536842894846887,17.756,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6780165289256198,0.2755182205965792,0.31771327053428733,0.6699178794580495,0.9362,0.7588,0.8189,-0.2581834710743802,-0.4832817794034208,-0.5011867294657126,11.575,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6583682524032536,0.35791674450810856,0.3117174323676444,0.6490534519300727,0.9369,0.7971,0.8483,-0.27853174759674637,-0.43918325549189147,-0.5365825676323557,22.515,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7927251732101617,0.5676868548991224,0.5765831320024076,0.7906016957506522,0.9172,0.786,0.8163,-0.12447482678983834,-0.21831314510087763,-0.2397168679975924,17.85,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6251239669421488,0.19471257931662111,0.22837525627348573,0.6174502131829136,0.9362,0.7588,0.8189,-0.31107603305785125,-0.5640874206833789,-0.5905247437265142,11.155,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.643825486812916,0.3335772411553035,0.29097034254576704,0.6352604818364043,0.9369,0.7971,0.8483,-0.293074513187084,-0.4635227588446965,-0.557329657454233,21.834,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7892609699769053,0.5615832196105263,0.569960901817638,0.7874479739265335,0.9172,0.786,0.8163,-0.1279390300230947,-0.22441678038947377,-0.246339098182362,16.51,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6730578512396694,0.2679065768069469,0.3095360857345509,0.6638561020641448,0.9362,0.7588,0.8189,-0.2631421487603306,-0.4908934231930531,-0.5093639142654491,10.64,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6623120532413113,0.3734994690263756,0.32110974866665887,0.6512905517012646,0.9369,0.7971,0.8483,-0.2745879467586887,-0.42360053097362443,-0.5271902513333412,20.642,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7931100846805235,0.568330427785345,0.5767791668967255,0.7914418294782154,0.9172,0.786,0.8163,-0.12408991531947655,-0.217669572214655,-0.23952083310327454,15.773,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.7603305785123967,0.4285642307586693,0.4555320547596779,0.7487120959981252,0.9362,0.7588,0.8189,-0.17586942148760332,-0.33023576924133075,-0.36336794524032207,26.092,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6884397337934435,0.432244109713762,0.37145935646112527,0.6739680903546095,0.9369,0.7971,0.8483,-0.24846026620655648,-0.36485589028623805,-0.4768406435388748,58.615,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.6272252371050363,0.2531782902033185,0.23441097505120181,0.6404036395698909,0.7617,0.3771,0.4266,-0.13447476289496374,-0.12392170979668149,-0.19218902494879817,38.161,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.414968814968815,0.38310260248722194,0.20878227678101788,0.35069078383086216,0.644,0.592,0.449,-0.22903118503118503,-0.20889739751277803,-0.24021772321898213,27.037,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.1615841584158416,0.032103456066905796,0.005914591268929366,0.1219689383463387,0.8159,0.6636,0.6425,-0.6543158415841583,-0.6314965439330942,-0.6365854087310706,181.436,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.8281370284834488,0.6248752983731158,0.6360653230728268,0.8273549931510867,0.9172,0.786,0.8163,-0.08906297151655118,-0.1611247016268842,-0.1802346769271732,64.734,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.22476446837146702,0.0092060826906046,0.0015331872571470396,0.15449132359676612,0.3443,0.1224,0.0932,-0.11953553162853298,-0.11319391730939539,-0.09166681274285296,432.708,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6939890710382514,0.4296459018582208,0.5112451683465628,0.4319448700072872,0.7508,0.4619,0.5324,-0.05681092896174866,-0.03225409814177915,-0.021154831653437234,23.384,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.3126921387790953,0.09890533297987088,0.03756907387617541,0.2917318807435954,0.4202,0.2199,0.1557,-0.10750786122090472,-0.12099466702012913,-0.11813092612382459,35.566,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.7322314049586777,0.368596311395969,0.4136866636032393,0.7221916597262942,0.9362,0.7588,0.8189,-0.20396859504132236,-0.39020368860403104,-0.40521333639676066,11.717,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6566428395366034,0.36123024155112365,0.309272661179242,0.6462021696452004,0.9369,0.7971,0.8483,-0.28025716046339655,-0.4358697584488764,-0.539027338820758,22.756,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.7150413223140496,0.32840659872838146,0.37562163646059327,0.7059869705124125,0.9362,0.7588,0.8189,-0.22115867768595043,-0.43039340127161857,-0.4432783635394067,11.218,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6563963519842247,0.35825584940752,0.3129960151739201,0.6462539287777491,0.9369,0.7971,0.8483,-0.2805036480157752,-0.43884415059248005,-0.5353039848260799,23.057,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.8000384911470362,0.5751271448177163,0.5887845652024979,0.7977631745288649,0.9172,0.786,0.8163,-0.11716150885296384,-0.2108728551822837,-0.22751543479750214,18.011,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.2807920792079208,0.10962792504547755,0.07353558776594402,0.279377377894045,0.8159,0.6636,0.6425,-0.5351079207920791,-0.5539720749545224,-0.5689644122340559,92.046,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7049180327868853,0.434123322159488,0.5284433073564747,0.436997758642036,0.7508,0.4619,0.5324,-0.04588196721311477,-0.027776677840511965,-0.0039566926435252725,8.587,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.2597577388963661,0.026047138617958213,0.01670091900278187,0.17156175230739582,0.3443,0.1224,0.0932,-0.08454226110363389,-0.09635286138204179,-0.07649908099721814,169.518,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.7811570247933884,0.44711101216532745,0.4940180309790143,0.772646404128301,0.9362,0.7588,0.8189,-0.1550429752066116,-0.3116889878346726,-0.32488196902098565,29.783,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6736504806507272,0.39772478734069555,0.3336060219188439,0.6610137423043027,0.9369,0.7971,0.8483,-0.26324951934927276,-0.3993752126593045,-0.5146939780811561,65.874,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.6288989197139524,0.24811793083977998,0.2312860983137953,0.6410122576595739,0.7617,0.3771,0.4266,-0.13280108028604765,-0.12898206916022,-0.1953139016862047,42.097,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.43492723492723495,0.37976777547456947,0.2186493122782538,0.3640866749918765,0.644,0.592,0.449,-0.20907276507276507,-0.2122322245254305,-0.23035068772174622,29.639,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.1951155115511551,0.055891269099193855,0.024894251787944275,0.160701135139189,0.8159,0.6636,0.6425,-0.6207844884488448,-0.6077087309008061,-0.6176057482120557,278.327,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.8356428021555042,0.6396111619413278,0.6458607353834807,0.8359425505040762,0.9172,0.786,0.8163,-0.08155719784449578,-0.1463888380586722,-0.17043926461651937,79.472,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.2380311478561815,0.01600222663110031,0.007723044985205285,0.15451135487423634,0.3443,0.1224,0.0932,-0.10626885214381848,-0.10639777336889969,-0.08547695501479471,561.11,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6721311475409836,0.4344434143626536,0.47970527699069565,0.418395312981807,0.7508,0.4619,0.5324,-0.07866885245901645,-0.027456585637346376,-0.052694723009304334,26.881,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.31664470794905575,0.09600527481531898,0.036647893919942595,0.29354890451544524,0.4202,0.2199,0.1557,-0.10355529205094427,-0.12389472518468103,-0.11905210608005741,45.494,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.6872727272727273,0.27383864486523435,0.3200730561963754,0.6780409505167903,0.9362,0.7588,0.8189,-0.24892727272727277,-0.4849613551347657,-0.4988269438036246,12.599,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6531920138033029,0.34451915849613357,0.3019376437727458,0.6438118535584069,0.9369,0.7971,0.8483,-0.283707986196697,-0.45258084150386646,-0.5463623562272543,26.269,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7881062355658198,0.5615868529542989,0.5696990299826125,0.7857385886710221,0.9172,0.786,0.8163,-0.1290937644341802,-0.22441314704570114,-0.24660097001738757,20.623,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6994535519125683,0.42537041279537574,0.5176625257402528,0.4334854111405836,0.7508,0.4619,0.5324,-0.05134644808743172,-0.036529587204624236,-0.014737474259747141,10.801,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.28805280528052807,0.11246681142596289,0.07773897384484078,0.2856943808741084,0.8159,0.6636,0.6425,-0.5278471947194718,-0.551133188574037,-0.5647610261551592,105.161,
