dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
texas,sect_coco_e2e_unified_aptc_texas,ok,0.5683060109289617,0.1992391911922543,0.293142666172965,0.3303800734960155,0.7508,0.4619,0.5324,-0.1824939890710383,-0.26266080880774567,-0.23925733382703496,4.652,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.3986776859504132,0.015086140289725604,0.014779296578456473,0.39725120179404466,0.9362,0.7588,0.8189,-0.5375223140495868,-0.7437138597102744,-0.8041207034215435,22.159,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.40571851121518365,0.08176149509957026,0.03040885098037713,0.3656270320710844,0.9369,0.7971,0.8483,-0.5311814887848163,-0.7153385049004297,-0.8178911490196229,49.598,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.5528224374904904,0.20645563143746906,0.16821904779583569,0.5634495440240265,0.7617,0.3771,0.4266,-0.20887756250950962,-0.17064436856253093,-0.2583809522041643,26.482,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7049180327868853,0.4325838317211957,0.4459986901967016,0.47768073032321734,0.7508,0.4619,0.5324,-0.04588196721311477,-0.02931616827880429,-0.08640130980329841,35.489,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.6603156274056967,0.42048043208385855,0.36553677123626177,0.648504089415664,0.9172,0.786,0.8163,-0.2568843725943033,-0.3655195679161415,-0.45076322876373826,41.439,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.4542148760330578,0.04814014859209571,0.05298188425531189,0.4528308482134011,0.9362,0.7588,0.8189,-0.4819851239669422,-0.7106598514079043,-0.765918115744688,2.897,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.3986776859504132,0.015117166719721884,0.014818233685697891,0.3972008873784791,0.9362,0.7588,0.8189,-0.5375223140495868,-0.7436828332802782,-0.8040817663143021,21.76,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.3990633473009613,0.0797870552127334,0.02576138510402095,0.36055381474622267,0.9369,0.7971,0.8483,-0.5378366526990386,-0.7173129447872666,-0.8225386148959791,48.799,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.6010928961748634,0.29981709775657456,0.32006811185328976,0.37807132844535085,0.7508,0.4619,0.5324,-0.14970710382513663,-0.16208290224342542,-0.21233188814671022,33.878,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.6576212471131639,0.4139208992862709,0.3632790766657979,0.6416895170071414,0.9172,0.786,0.8163,-0.2595787528868361,-0.3720791007137291,-0.45302092333420213,40.638,
