dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
acm,sect_coco_e2e_unified_aptc_acm,ok,0.41652892561983473,0.02097581892152472,0.018278947691143885,0.40961920500839694,0.9362,0.7588,0.8189,-0.5196710743801654,-0.7378241810784754,-0.800621052308856,11.053,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.31944786788267193,0.025186278128325024,0.00723869326142439,0.2414328328395385,0.9369,0.7971,0.8483,-0.6174521321173281,-0.771913721871675,-0.8410613067385757,18.421,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.4760866257544251,0.09294973724062096,0.08583554581684638,0.45738907537877876,0.7617,0.3771,0.4266,-0.2856133742455749,-0.28415026275937905,-0.3407644541831536,10.034,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7049180327868853,0.448970924276991,0.5390314319996519,0.47277028066261595,0.7508,0.4619,0.5324,-0.04588196721311477,-0.012929075723008998,0.006631431999651882,6.42,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.28772132409545803,0.06316704235757624,0.0543399317240309,0.2562277128029726,0.9172,0.786,0.8163,-0.629478675904542,-0.7228329576424238,-0.7619600682759691,13.69,
