dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_delta,runtime_sec,error
pubmed,sect_coco_v1,error,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\run_experiments.py"", line 242, in main
    pred = SECTCoCo(dataset.n_clusters, cfg).fit_predict(dataset.adj, features)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 173, in fit_predict
    self.labels_ = _fast_elss_head(self, cfg, device)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 764, in _fast_elss_head
    labels, q_np = _external_fast_elss_fit_predict(x, norm_adj, model.n_clusters, cfg, device)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 836, in _external_fast_elss_fit_predict
    head.fit(x_t, adj_t)
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0610\ELSS_code\model.py"", line 168, in fit
    self.embedding_, _ = self.solve(H, L, alpha=self.alpha2, n_anchor=self.n_anchors, rank=self.k_rank, indices=indices)
                         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0610\ELSS_code\model.py"", line 109, in solve
    W_XXT = self._rbf_kernel_torch(H_anchor, H_anchor, gamma=self.gamma)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0610\ELSS_code\model.py"", line 128, in _rbf_kernel_torch
    dist = X_norm + Y_norm - 2.0 * torch.mm(X, Y.t())
                                   ^^^^^^^^^^^^^^^^^^
RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#cublasApi_reproducibility
"
pubmed,sect_coco_v1,ok,0.7104021910026881,0.3245228182375131,0.33751663621960415,0.7009696541806733,0.7551,-0.044697808997311905,15.433,
pubmed,sect_coco_v1,ok,0.7587868336968099,0.37247263990797286,0.4191890349626454,0.7458049650128515,0.7551,0.003686833696809888,14.97,
acm,sect_coco_v1,ok,0.9358677685950413,0.757445629626687,0.8179370424995784,0.9359978766402047,0.9191,0.016767768595041255,2.777,
dblp,sect_coco_v1,ok,0.9317229479911264,0.785371417771083,0.8363862949744432,0.9270741166557437,0.8008,0.13092294799112647,14.226,
pubmed,sect_coco_v1,ok,0.7587868336968099,0.37247263990797286,0.4191890349626454,0.7458049650128515,0.7551,0.003686833696809888,15.269,
wiki,sect_coco_v1,error,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\run_experiments.py"", line 243, in main
    pred = SECTCoCo(dataset.n_clusters, cfg).fit_predict(dataset.adj, features)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 105, in fit_predict
    x = _svd_features(features, cfg.attr_dim, cfg.seed, device)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 236, in _svd_features
    arr = _dense_svd(features.toarray(), dim, seed, device)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 251, in _dense_svd
    _, _, vh = torch.pca_lowrank(xt, q=dim, center=False, niter=4)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_lowrank.py"", line 274, in pca_lowrank
    return _svd_lowrank(A, q, niter=niter, M=None)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_lowrank.py"", line 161, in _svd_lowrank
    Q = get_approximate_basis(A_t, q, niter=niter, M=M_t)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_lowrank.py"", line 70, in get_approximate_basis
    Q = torch.linalg.qr(matmul(A, R)).Q
                        ^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_linalg_utils.py"", line 43, in matmul
    return torch.matmul(A, B)
           ^^^^^^^^^^^^^^^^^^
RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#cublasApi_reproducibility
"
flickr,sect_coco_v1,error,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\run_experiments.py"", line 243, in main
    pred = SECTCoCo(dataset.n_clusters, cfg).fit_predict(dataset.adj, features)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 128, in fit_predict
    feature_graph = _feature_knn_graph(x, cfg.feature_knn, cfg, device)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 481, in _feature_knn_graph
    return _anchor_feature_graph(x, k, int(cfg.extras.get(""feature_graph_anchors"", 4096)), cfg.seed, device)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 545, in _anchor_feature_graph
    return build(device)
           ^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 532, in build
    sim = xt[s:e] @ at
          ~~~~~~~~^~~~
RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#cublasApi_reproducibility
"
blogcatalog,sect_coco_v1,error,,,,,,,,"Traceback (most recent call last):
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\run_experiments.py"", line 243, in main
    pred = SECTCoCo(dataset.n_clusters, cfg).fit_predict(dataset.adj, features)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 105, in fit_predict
    x = _svd_features(features, cfg.attr_dim, cfg.seed, device)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 236, in _svd_features
    arr = _dense_svd(features.toarray(), dim, seed, device)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\study\graduate_student\papers\AAAI2027\AAAI0617\CODE\sect_coco.py"", line 251, in _dense_svd
    _, _, vh = torch.pca_lowrank(xt, q=dim, center=False, niter=4)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_lowrank.py"", line 274, in pca_lowrank
    return _svd_lowrank(A, q, niter=niter, M=None)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_lowrank.py"", line 161, in _svd_lowrank
    Q = get_approximate_basis(A_t, q, niter=niter, M=M_t)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_lowrank.py"", line 70, in get_approximate_basis
    Q = torch.linalg.qr(matmul(A, R)).Q
                        ^^^^^^^^^^^^
  File ""D:\app\Anaconda\envs\aaai-e2e-subspace\Lib\site-packages\torch\_linalg_utils.py"", line 43, in matmul
    return torch.matmul(A, B)
           ^^^^^^^^^^^^^^^^^^
RuntimeError: Deterministic behavior was enabled with either `torch.use_deterministic_algorithms(True)` or `at::Context::setDeterministicAlgorithms(true)`, but this operation is not deterministic because it uses CuBLAS and you have CUDA >= 10.2. To enable deterministic behavior in this case, you must set an environment variable before running your PyTorch application: CUBLAS_WORKSPACE_CONFIG=:4096:8 or CUBLAS_WORKSPACE_CONFIG=:16:8. For more information, go to https://docs.nvidia.com/cuda/cublas/index.html#cublasApi_reproducibility
"
wiki,sect_coco_v1,ok,0.5634095634095634,0.5489090594076995,0.39801196413774664,0.48557712152594473,0.5651,-0.0016904365904366614,2.484,
flickr,sect_coco_v1,ok,0.3889108910891089,0.27110511115478386,0.13245637169386726,0.41900532498754683,0.3649,0.02401089108910892,5.509,
blogcatalog,sect_coco_v1,ok,0.8423787528868361,0.6775486925134719,0.6737421025909809,0.8350893303614707,0.8369,0.00547875288683608,5.205,
wiki,sect_coco_v1,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,2.472,
wiki,sect_coco_v1,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,2.452,
wiki,sect_coco_lowhard,ok,0.5625779625779626,0.5725884434948656,0.40818140995346547,0.44700526552286174,0.5651,-0.002522037422037493,2.118,
wiki,sect_coco_smooth,ok,0.5463617463617464,0.552605311060114,0.3799056530233897,0.4377868067792192,0.5651,-0.018738253638253655,2.039,
wiki,sect_coco_sharp,ok,0.5762993762993763,0.5771326103643728,0.4135186912364044,0.47480621567111636,0.5651,0.011199376299376285,2.145,
wiki,sect_coco_head_denoised,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,2.313,
wiki,sect_coco_head_concat,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,1.979,
wiki,sect_coco_blog_l2,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,1.775,
wiki,sect_coco_blog_smooth,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,1.897,
wiki,sect_coco_blog_denoised,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,1.936,
wiki,sect_coco_pubmed_smooth40,ok,0.3130977130977131,0.2976785515424293,0.05327393700496506,0.21461812362743224,0.5651,-0.25200228690228693,1.842,
wiki,sect_coco_pubmed_l2,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,1.907,
wiki,sect_coco_pubmed_power10,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,1.761,
wiki,sect_coco_pubmed_rank4,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,2.099,
wiki,sect_coco_pubmed_elss20,ok,0.5550935550935551,0.5768938591263094,0.4093751722945814,0.46670816354534544,0.5651,-0.010006444906444978,2.2,
wiki,pubmed_sgc8_raw,ok,0.5168399168399168,0.49982902820842373,0.3356045941085562,0.44637482209627777,0.5651,-0.048260083160083234,5.146,
wiki,pubmed_sgc12_raw,ok,0.5280665280665281,0.503900639962002,0.32717925500968326,0.4417443739649156,0.5651,-0.03703347193347195,5.255,
wiki,pubmed_sgc8_sinkhorn,ok,0.5168399168399168,0.4997593196789026,0.33551058899487884,0.4464762901094037,0.5651,-0.048260083160083234,5.275,
wiki,pubmed_sgc8_spill,ok,0.5051975051975052,0.4830069738498264,0.321365923521872,0.4087063889237921,0.5651,-0.05990249480249488,5.851,
wiki,pubmed_fast_elss_official,ok,0.31683991683991686,0.26997414559662986,0.07356364682808032,0.18371205867236864,0.5651,-0.2482600831600832,6.885,
wiki,pubmed_elss_spill_old,ok,0.35883575883575886,0.314200049694843,0.11328202671342523,0.2456478174035096,0.5651,-0.2062642411642412,2.26,
acm,sect_coco_v1,ok,0.9358677685950413,0.757445629626687,0.8179370424995784,0.9359978766402047,0.9191,0.016767768595041255,2.715,
dblp,sect_coco_v1,ok,0.9317229479911264,0.785371417771083,0.8363862949744432,0.9270741166557437,0.8008,0.13092294799112647,14.062,
pubmed,sect_coco_v1,ok,0.7587868336968099,0.37247263990797286,0.4191890349626454,0.7458049650128515,0.7551,0.003686833696809888,15.509,
wiki,sect_coco_v1,ok,0.5762993762993763,0.5771326103643728,0.4135186912364044,0.47480621567111636,0.5651,0.011199376299376285,2.095,
flickr,sect_coco_v1,ok,0.3889108910891089,0.27110511115478386,0.13245637169386726,0.41900532498754683,0.3649,0.02401089108910892,6.27,
blogcatalog,sect_coco_v1,ok,0.8423787528868361,0.6775486925134719,0.6737421025909809,0.8350893303614707,0.8369,0.00547875288683608,5.649,
acm,sect_coco_v1,ok,0.936198347107438,0.7588235405742068,0.8189069721398378,0.9363211415215836,0.9191,0.01709834710743796,2.775,
dblp,sect_coco_v1,ok,0.9368991865910772,0.797131168796152,0.8482601143513674,0.9324123074250233,0.8008,0.13609918659107723,14.326,
pubmed,sect_coco_v1,ok,0.7616777400213014,0.3771262297016119,0.42664041293678867,0.7487968914466135,0.7551,0.006577740021301404,14.527,
wiki,sect_coco_v1,ok,0.6016632016632016,0.5920231618861703,0.44404281532386,0.5126419559125874,0.5651,0.036563201663201594,1.679,
flickr,sect_coco_v1,ok,0.38785478547854785,0.271011412056487,0.13225068019289368,0.41811727412356925,0.3649,0.022954785478547846,4.63,
blogcatalog,sect_coco_v1,ok,0.9172440338722094,0.7859993476469064,0.8163423925193749,0.9153862894097368,0.8369,0.08034403387220945,4.692,
flickr,sect_coco_v1,ok,0.44792079207920793,0.2887101732668661,0.1523475956395542,0.4754974461501747,0.3649,0.08302079207920793,4.417,
texas,sect_coco_v1,ok,0.3879781420765027,0.05640403279043984,0.0833721933288525,0.2688663143138592,,0.3879781420765027,1.43,
chameleon,sect_coco_v1,ok,0.31225296442687744,0.10543495187056574,0.07765886314593141,0.291159401701924,,0.31225296442687744,2.331,
squirrel,sect_coco_v1,ok,0.24456835223995385,0.01444235955965891,0.009110049220871351,0.2257848347798846,,0.24456835223995385,4.203,
dblp,sect_coco_v1,ok,0.9359132363815628,0.7951542971752888,0.8458872478884669,0.9314115284210724,0.8008,0.1351132363815628,13.737,
