dataset,candidate,status,acc,nmi,ari,f1,target_acc,target_nmi,target_ari,delta_acc,delta_nmi,delta_ari,runtime_sec,error
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.32103645147123405,0.10297958004889277,0.03688185177369314,0.3003738615954131,0.4202,0.2199,0.1557,-0.09916354852876597,-0.11692041995110725,-0.11881814822630687,12.14,
acm,sect_coco_e2e_unified_aptc_acm,ok,0.5084297520661157,0.088083930091057,0.10486083276146914,0.49781915059893406,0.9362,0.7588,0.8189,-0.4277702479338843,-0.6707160699089431,-0.7140391672385308,9.718,
dblp,sect_coco_e2e_unified_aptc_dblp,ok,0.6228740448607345,0.30450164703651433,0.2562464115961351,0.6147275783708644,0.9369,0.7971,0.8483,-0.31402595513926546,-0.4925983529634857,-0.5920535884038649,18.338,
pubmed,sect_coco_e2e_unified_aptc_pubmed,ok,0.5270071511893291,0.17799187542588682,0.13221414452819025,0.5339714914705929,0.7617,0.3771,0.4266,-0.23469284881067098,-0.19910812457411317,-0.29438585547180973,10.255,
wiki,sect_coco_e2e_unified_aptc_wiki,ok,0.28523908523908525,0.22895557686428447,0.09726767338980916,0.2617594897338446,0.644,0.592,0.449,-0.35876091476091476,-0.3630444231357155,-0.3517323266101908,8.304,
flickr,sect_coco_e2e_unified_aptc_flickr,ok,0.2510891089108911,0.09487853507742404,0.055722782901644084,0.25986056848465533,0.8159,0.6636,0.6425,-0.5648108910891089,-0.5687214649225759,-0.5867772170983558,27.819,
blogcatalog,sect_coco_e2e_unified_aptc_blogcatalog,ok,0.7167051578137028,0.4795870833672029,0.45777935491065863,0.713723136050095,0.9172,0.786,0.8163,-0.2004948421862972,-0.3064129166327971,-0.3585206450893414,17.151,
texas,sect_coco_e2e_unified_aptc_texas,ok,0.7049180327868853,0.41441487950935085,0.541445373077507,0.4373158992905829,0.7508,0.4619,0.5324,-0.04588196721311477,-0.047485120490649124,0.009045373077506969,6.646,
squirrel,sect_coco_e2e_unified_aptc_squirrel,ok,0.2249567390886368,0.012888824276346411,0.0033141288652759533,0.15085348596661802,0.3443,0.1224,0.0932,-0.11934326091136319,-0.10951117572365358,-0.08988587113472406,28.26,
chameleon,sect_coco_e2e_unified_aptc_chameleon,ok,0.32938076416337286,0.11056525823869294,0.03909999093959367,0.3061741364271072,0.4202,0.2199,0.1557,-0.09081923583662715,-0.10933474176130707,-0.11660000906040634,10.684,
