dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.7583471074380165,0.40217580511527246,0.428857560416002,0.7596494592318713,0.9362,0.7588,0.8189,-0.17785289256198356,-0.3566241948847276,-0.390042439583998,7.566,
dblp,CSTC,42,ok,0.9191520828198176,0.7536069110961499,0.8071258007904624,0.914203853363369,0.9369,0.7974,0.8483,-0.017747917180182315,-0.04379308890385014,-0.04117419920953769,26.787,
pubmed,CSTC,42,ok,0.570573616675965,0.16003543146001953,0.13882184194138383,0.5761962356763252,0.7617,0.3771,0.4266,-0.1911263833240351,-0.21706456853998046,-0.2877781580586162,32.984,
wiki,CSTC,42,ok,0.4041580041580042,0.4175777286843143,0.24093332092599193,0.32433880037338136,0.6482,0.5979,0.4851,-0.24404199584199582,-0.18032227131568568,-0.24416667907400805,7.451,
flickr,CSTC,42,ok,0.25544554455445545,0.11401209922094635,0.06649628678765085,0.25475871610002493,0.8389,0.7125,0.6752,-0.5834544554455445,-0.5984879007790537,-0.6087037132123492,24.279,
blogcatalog,CSTC,42,ok,0.6289453425712086,0.45832101203876674,0.4253083872424958,0.6210983708856526,0.9172,0.786,0.8163,-0.2882546574287914,-0.3276789879612333,-0.3909916127575042,21.716,
squirrel,CSTC,42,ok,0.25937319746202653,0.024220817654456408,0.018791115336474165,0.2595705265575606,0.3443,0.1224,0.0932,-0.08492680253797347,-0.09817918234554358,-0.07440888466352584,24.235,
texas,CSTC,42,ok,0.44808743169398907,0.3379849494161071,0.19065800205641448,0.38502680315469456,0.7508,0.5149,0.6086,-0.30271256830601095,-0.1769150505838929,-0.41794199794358555,5.582,
chameleon,CSTC,42,ok,0.3039086517347387,0.05394629747813182,0.040300827637814625,0.3035153779705249,0.4202,0.2199,0.1562,-0.11629134826526133,-0.1659537025218682,-0.11589917236218539,8.306,
