dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.7583471074380165,0.40217580511527246,0.428857560416002,0.7596494592318713,0.9362,0.7588,0.8189,-0.17785289256198356,-0.3566241948847276,-0.390042439583998,7.783,
pubmed,CSTC,42,ok,0.5706750519855962,0.16014546407963676,0.1389774192584,0.5763105282829645,0.7617,0.3771,0.4266,-0.19102494801440384,-0.21695453592036323,-0.28762258074159996,32.944,
squirrel,CSTC,42,ok,0.26014228033070563,0.023949762912437965,0.01857582208710137,0.26040432105825256,0.3443,0.1224,0.0932,-0.08415771966929436,-0.09845023708756204,-0.07462417791289863,23.87,
texas,CSTC,42,ok,0.44808743169398907,0.3379849494161071,0.19065800205641448,0.38502680315469456,0.7508,0.5149,0.6086,-0.30271256830601095,-0.1769150505838929,-0.41794199794358555,5.133,
