dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.9201380330293321,0.7593687871414986,0.8075632131801586,0.9159769827109115,0.9369,0.7974,0.8483,-0.016761966970667896,-0.03803121285850142,-0.0407367868198415,51.104,
pubmed,CSTC,42,ok,0.5576406146979763,0.13763642676315396,0.12136510495682015,0.5608572958771233,0.7617,0.3771,0.4266,-0.20405938530202372,-0.23946357323684603,-0.3052348950431798,59.539,
texas,CSTC,42,ok,0.41530054644808745,0.3042091905664567,0.17831272291323244,0.3466931300888775,0.7508,0.5149,0.6086,-0.3354994535519126,-0.21069080943354335,-0.4302872770867676,14.518,
flickr,CSTC,42,ok,0.380990099009901,0.20644387250423094,0.1471626983645073,0.3789759868120943,0.8389,0.7125,0.6752,-0.457909900990099,-0.5060561274957691,-0.5280373016354927,43.73,
