dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.912003943800838,0.7399574910371614,0.7911019424842807,0.9072423299229694,0.9369,0.7974,0.8483,-0.02489605619916191,-0.057442508962838645,-0.05719805751571938,29.92,
pubmed,CSTC,42,ok,0.5631688390728813,0.14759710229504094,0.12893563212687276,0.5668817391986405,0.7617,0.3771,0.4266,-0.19853116092711875,-0.22950289770495905,-0.2976643678731272,34.837,
texas,CSTC,42,ok,0.4644808743169399,0.36980696500200827,0.22999225400137457,0.40096646089507876,0.7508,0.5149,0.6086,-0.2863191256830601,-0.14509303499799175,-0.37860774599862546,5.964,
flickr,CSTC,42,ok,0.24699669966996698,0.10836046606390334,0.0626151014517659,0.2451448754657031,0.8389,0.7125,0.6752,-0.591903300330033,-0.6041395339360967,-0.6125848985482342,26.65,
