dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.9203845205817106,0.7561165320188301,0.8090905611000928,0.9157916836387688,0.9369,0.7974,0.8483,-0.016515479418289347,-0.041283467981169886,-0.039209438899907245,30.533,
pubmed,CSTC,42,ok,0.5638281685854846,0.1439331557945466,0.126994977861258,0.5668316604830738,0.7617,0.3771,0.4266,-0.19787183141451548,-0.2331668442054534,-0.29960502213874196,34.811,
texas,CSTC,42,ok,0.4207650273224044,0.2925246986768359,0.1815017688118782,0.3556980947059964,0.7508,0.5149,0.6086,-0.33003497267759563,-0.22237530132316413,-0.42709823118812185,5.827,
flickr,CSTC,42,ok,0.2945214521452145,0.13242817435519635,0.08615422090979423,0.2953781081145079,0.8389,0.7125,0.6752,-0.5443785478547855,-0.5800718256448036,-0.5890457790902058,26.83,
