dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.7550413223140496,0.41274820138851936,0.4350101197276937,0.7557382778863134,0.9362,0.7588,0.8189,-0.1811586776859504,-0.34605179861148067,-0.38388988027230625,8.123,
pubmed,CSTC,42,ok,0.5170664908454633,0.08089419467482611,0.08563743448171757,0.5120987186848988,0.7617,0.3771,0.4266,-0.24463350915453674,-0.2962058053251739,-0.3409625655182824,32.922,
squirrel,CSTC,42,ok,0.24168429148240722,0.005892266456323011,0.0040034392312783195,0.24193663054191802,0.3443,0.1224,0.0932,-0.10261570851759277,-0.11650773354367698,-0.08919656076872169,24.417,
texas,CSTC,42,ok,0.40437158469945356,0.2999514951824078,0.17700848695434893,0.33544842663916374,0.7508,0.5149,0.6086,-0.34642841530054647,-0.2149485048175922,-0.43159151304565113,5.154,
