dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.763305785123967,0.3769821810371297,0.4249789962230325,0.76321656499612,0.9362,0.7588,0.8189,-0.17289421487603307,-0.3818178189628703,-0.3939210037769675,8.097,
pubmed,CSTC,42,ok,0.531825328396815,0.13011045857264947,0.11017311073304104,0.5391473133114443,0.7617,0.3771,0.4266,-0.2298746716031851,-0.24698954142735052,-0.31642688926695894,32.557,
squirrel,CSTC,42,ok,0.2380311478561815,0.00823287947558303,0.006122711960567864,0.23755523118678984,0.3443,0.1224,0.0932,-0.10626885214381848,-0.11416712052441697,-0.08707728803943214,24.21,
texas,CSTC,42,ok,0.3825136612021858,0.279605682354956,0.16613378117512798,0.320924787825578,0.7508,0.5149,0.6086,-0.36828633879781425,-0.23529431764504405,-0.442466218824872,5.215,
