dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
pubmed,CSTC,42,ok,0.6042501394735508,0.19212406906806093,0.17449933852506896,0.6091115633000633,0.7617,0.3771,0.4266,-0.15744986052644927,-0.18497593093193906,-0.25210066147493104,33.57,
wiki,CSTC,42,ok,0.4332640332640333,0.42486075811474877,0.25415483462542443,0.37422788704822807,0.6482,0.5979,0.4851,-0.2149359667359667,-0.17303924188525122,-0.23094516537457555,6.704,
squirrel,CSTC,42,ok,0.22630263410882523,0.0027829665997987285,0.001531639309374291,0.22598425903650865,0.3443,0.1224,0.0932,-0.11799736589117477,-0.11961703340020127,-0.09166836069062571,22.999,
chameleon,CSTC,42,ok,0.2968818620992534,0.051994665746787794,0.03872909141581565,0.2979514022971883,0.4202,0.2199,0.1562,-0.12331813790074664,-0.16790533425321222,-0.11747090858418435,7.664,
