dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.8935537190082644,0.6528700292964497,0.7106415747619285,0.8941832470386908,0.9362,0.7588,0.8189,-0.04264628099173562,-0.10592997070355037,-0.1082584252380715,9.251,
dblp,CSTC,42,ok,0.9191520828198176,0.7535786826004347,0.8061167411616155,0.9146902467686707,0.9369,0.7974,0.8483,-0.017747917180182315,-0.043821317399565296,-0.042183258838384585,29.346,
pubmed,CSTC,42,ok,0.5635745803114064,0.1448824700864054,0.12730457988281985,0.5667464720804524,0.7617,0.3771,0.4266,-0.19812541968859365,-0.2322175299135946,-0.29929542011718013,35.392,
wiki,CSTC,42,ok,0.4340956340956341,0.422388067899701,0.24359805743216875,0.37576144153819674,0.6482,0.5979,0.4851,-0.21410436590436588,-0.17551193210029897,-0.24150194256783122,8.21,
flickr,CSTC,42,ok,0.30323432343234324,0.14068156066215293,0.08701001751262047,0.30275150999232125,0.8389,0.7125,0.6752,-0.5356656765676567,-0.5718184393378472,-0.5881899824873795,26.949,
blogcatalog,CSTC,42,ok,0.6404926866820632,0.4808592597836571,0.45822165030167683,0.6297749400444937,0.9172,0.786,0.8163,-0.27670731331793685,-0.3051407402163429,-0.3580783496983232,24.212,
squirrel,CSTC,42,ok,0.25841184387617766,0.02134927577344223,0.016514499041411557,0.25877552005854765,0.3443,0.1224,0.0932,-0.08588815612382233,-0.10105072422655777,-0.07668550095858845,26.987,
texas,CSTC,42,ok,0.47540983606557374,0.3853302213492393,0.2368921025285245,0.4200356103628843,0.7508,0.5149,0.6086,-0.2753901639344263,-0.12956977865076075,-0.37170789747147553,5.986,
chameleon,CSTC,42,ok,0.3227931488801054,0.06491827423376274,0.04862062843457791,0.3206390136287367,0.4202,0.2199,0.1562,-0.09740685111989461,-0.15498172576623725,-0.1075793715654221,9.104,
