dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.900172541286665,0.7271999158292995,0.7678741384963397,0.8950358106689655,0.9369,0.7974,0.8483,-0.03672745871333494,-0.07020008417070045,-0.08042586150366038,46.508,
pubmed,CSTC,42,ok,0.42714408885733124,0.0699290991088998,0.06363861033953913,0.42744323610255036,0.7617,0.3771,0.4266,-0.3345559111426688,-0.3071709008911002,-0.3629613896604609,54.179,
texas,CSTC,42,ok,0.4644808743169399,0.3694828101453902,0.24208499026573665,0.4130052579355791,0.7508,0.5149,0.6086,-0.2863191256830601,-0.14541718985460983,-0.3665150097342634,14.363,
flickr,CSTC,42,ok,0.2728712871287129,0.14169711086320924,0.09284908958975809,0.26618577182678593,0.8389,0.7125,0.6752,-0.5660287128712871,-0.5708028891367908,-0.5823509104102419,40.344,
