dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.9110179935913236,0.7373207528594314,0.7889988057920958,0.90579418775471,0.9369,0.7974,0.8483,-0.025882006408676328,-0.06007924714056856,-0.05930119420790425,48.526,
pubmed,CSTC,42,ok,0.5835066186539535,0.16444267345387809,0.1609607925889195,0.577455391115793,0.7617,0.3771,0.4266,-0.17819338134604656,-0.2126573265461219,-0.2656392074110805,60.051,
texas,CSTC,42,ok,0.4644808743169399,0.36115002146224245,0.22052366252060543,0.4091886277074597,0.7508,0.5149,0.6086,-0.2863191256830601,-0.15374997853775757,-0.38807633747939463,16.288,
flickr,CSTC,42,ok,0.24594059405940594,0.126086065771406,0.07782523348150938,0.2437705374750916,0.8389,0.7125,0.6752,-0.592959405940594,-0.586413934228594,-0.5973747665184906,42.98,
