dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.8935537190082644,0.6528700292964497,0.7106415747619285,0.8941832470386908,0.9362,0.7588,0.8189,-0.04264628099173562,-0.10592997070355037,-0.1082584252380715,7.862,
pubmed,CSTC,42,ok,0.563777450930669,0.14512865519529772,0.12756195295509645,0.5669799980914938,0.7617,0.3771,0.4266,-0.19792254906933104,-0.23197134480470227,-0.29903804704490355,32.668,
squirrel,CSTC,42,ok,0.25841184387617766,0.02129734277075233,0.01646312461816178,0.2588046486067418,0.3443,0.1224,0.0932,-0.08588815612382233,-0.10110265722924766,-0.07673687538183822,24.261,
texas,CSTC,42,ok,0.47540983606557374,0.3853302213492393,0.2368921025285245,0.4200356103628843,0.7508,0.5149,0.6086,-0.2753901639344263,-0.12956977865076075,-0.37170789747147553,5.24,
