dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.9115109686960808,0.7375690322603624,0.79034698669834,0.9062160370065802,0.9369,0.7974,0.8483,-0.02538903130391912,-0.059830967739637586,-0.05795301330166003,29.232,
pubmed,CSTC,42,ok,0.46036415276157633,0.08557417531302428,0.0815033326209838,0.44757353308896436,0.7617,0.3771,0.4266,-0.3013358472384237,-0.29152582468697574,-0.3450966673790162,36.234,
texas,CSTC,42,ok,0.4918032786885246,0.3680383381673504,0.23250244267945452,0.4191697191697192,0.7508,0.5149,0.6086,-0.25899672131147544,-0.14686166183264965,-0.3760975573205455,6.115,
flickr,CSTC,42,ok,0.2499009900990099,0.10594685202991204,0.05809524328098697,0.24929638398478243,0.8389,0.7125,0.6752,-0.5889990099009901,-0.606553147970088,-0.6171047567190131,26.131,
