dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
dblp,CSTC,42,ok,0.9122504313532167,0.7394929586421859,0.791436486133655,0.9074439633979439,0.9369,0.7974,0.8483,-0.02464956864678325,-0.057907041357814104,-0.05686351386634503,48.355,
pubmed,CSTC,42,ok,0.5685449104833392,0.14415651795691242,0.13632585234715752,0.570773639581646,0.7617,0.3771,0.4266,-0.19315508951666083,-0.23294348204308757,-0.29027414765284243,56.117,
texas,CSTC,42,ok,0.4972677595628415,0.358973226603643,0.22976445644251922,0.4317803631614554,0.7508,0.5149,0.6086,-0.2535322404371585,-0.15592677339635702,-0.37883554355748084,15.24,
flickr,CSTC,42,ok,0.22363036303630363,0.09133393718181293,0.05028035579832747,0.22294106037878927,0.8389,0.7125,0.6752,-0.6152696369636963,-0.6211660628181871,-0.6249196442016726,41.878,
