dataset,method,seed,status,acc,nmi,ari,f1,sota_acc,sota_nmi,sota_ari,gap_acc,gap_nmi,gap_ari,runtime_sec,error
acm,CSTC,42,ok,0.8932231404958678,0.6505678180285006,0.7095254479995357,0.8937175269288226,0.9362,0.7588,0.8189,-0.042976859504132214,-0.10823218197149942,-0.10937455200046431,8.312,
pubmed,CSTC,42,ok,0.5637267332758533,0.14271721235585125,0.1267708864329241,0.5668019384738825,0.7617,0.3771,0.4266,-0.19797326672414672,-0.23438278764414874,-0.29982911356707587,32.589,
squirrel,CSTC,42,ok,0.25475870024995195,0.022034514155275672,0.01646144053597917,0.2534273444979386,0.3443,0.1224,0.0932,-0.08954129975004804,-0.10036548584472432,-0.07673855946402083,24.12,
texas,CSTC,42,ok,0.39344262295081966,0.26895896190358687,0.15733197468818472,0.330351267836254,0.7508,0.5149,0.6086,-0.35735737704918036,-0.24594103809641316,-0.4512680253118153,5.184,
